,Predicted Confirmed Cases
10133,992.4676
10134,969.1988
10135,970.6254
10136,972.0736
10137,973.60657
10138,975.27704
10139,977.1323
10140,979.2172
10141,981.5744
10142,984.24457
10143,987.26587
10144,990.6715
10145,994.4902
10146,998.74335
10147,969.1991
10148,964.0835
10149,965.4295
10150,966.6707
10151,967.88995
10152,969.1492
10153,970.4997
10154,971.98615
10155,973.6503
10156,975.5318
10157,977.6675
10158,980.0924
10159,982.8372
10160,985.9283
10161,989.3869
10162,993.2283
10163,997.46234
10164,1002.09314
10165,1007.11743
10166,1012.52185
10167,1018.2806
10168,1024.3538
10169,1030.6919
10170,1037.2473
10171,1043.9885
10172,1050.9116
10173,1058.0438
10174,1065.4291
10175,1073.1091
10176,992.0554
10177,969.1098
10178,970.5039
10179,971.91656
10180,973.41003
10181,975.0367
10182,976.843
10183,978.8734
10184,981.17017
10185,983.77374
10186,986.7222
10187,990.04913
10188,993.7835
10189,997.9475
10190,969.0774
10191,964.0956
10192,965.4174
10193,966.63293
10194,967.82404
10195,969.0522
10196,970.3678
10197,971.8155
10198,973.4362
10199,975.2692
10200,977.3515
10201,979.7176
10202,982.3985
10203,985.4209
10204,988.8059
10205,992.5695
10206,996.7219
10207,1001.26733
10208,1006.20355
10209,1011.51904
10210,1017.18933
10211,1023.1768
10212,1029.4329
10213,1035.9083
10214,1042.5676
10215,1049.4022
10216,1056.4341
10217,1063.7065
10218,1071.2643
10219,991.6504
10220,969.0267
10221,970.38916
10222,971.7669
10223,973.222
10224,974.8056
10225,976.56415
10226,978.54114
10227,980.7788
10228,983.3172
10229,986.1943
10230,989.4438
10231,993.0954
10232,997.1715
10233,968.9622
10234,964.11084
10235,965.40924
10236,966.59955
10237,967.7631
10238,968.961
10239,970.2426
10240,971.6522
10241,973.2306
10242,975.01624
10243,977.0461
10244,979.3545
10245,981.9727
10246,984.92755
10247,988.2404
10248,991.92755
10249,995.9992
10250,1000.46094
10251,1005.31036
10252,1010.53754
10253,1016.1203
10254,1022.02277
10255,1028.1975
10256,1034.5942
10257,1041.1742
10258,1047.9237
10259,1054.8591
10260,1062.0228
10261,1069.461
10262,991.25214
10263,968.9492
10264,970.2806
10265,971.62445
10266,973.0419
10267,974.5836
10268,976.2954
10269,978.2204
10270,980.4
10271,982.8746
10272,985.6815
10273,988.8553
10274,992.4252
10275,996.41486
10276,968.8537
10277,964.1295
10278,965.4047
10279,966.57043
10280,967.70734
10281,968.8754
10282,970.12396
10283,971.4964
10284,973.03314
10285,974.7725
10286,976.75104
10287,979.0029
10288,981.55963
10289,984.4481
10290,987.6899
10291,991.30164
10292,995.29443
10293,999.67316
10294,1004.43713
10295,1009.5772
10296,1015.0732
10297,1020.8912
10298,1026.9851
10299,1033.3044
10300,1039.8071
10301,1046.4742
10302,1053.3176
10303,1060.3762
10304,1067.6984
10305,990.86084
10306,968.87714
10307,970.1783
10308,971.489
10309,972.86975
10310,974.3706
10311,976.0366
10312,977.91064
10313,980.0337
10314,982.44556
10315,985.18384
10316,988.28314
10317,991.77295
10318,995.6772
10319,968.7518
10320,964.15125
10321,965.4039
10322,966.54565
10323,967.6562
10324,968.79535
10325,970.0115
10326,971.3477
10327,972.84393
10328,974.5379
10329,976.4659
10330,978.66254
10331,981.15894
10332,983.98193
10333,987.1542
10334,990.69196
10335,994.60657
10336,998.9039
10337,1003.5836
10338,1008.6376
10339,1014.0474
10340,1019.7816
10341,1025.7955
10342,1032.0382
10343,1038.4655
10344,1045.0532
10345,1051.8082
10346,1058.7657
10347,1065.9749
10348,990.4759
10349,968.81036
10350,970.0819
10351,971.3602
10352,972.7051
10353,974.166
10354,975.78754
10355,977.6117
10356,979.67926
10357,982.02985
10358,984.70087
10359,987.72687
10360,991.1379
10361,994.95825
10362,968.65594
10363,964.17584
10364,965.40656
10365,966.5249
10366,967.6099
10367,968.7207
10368,969.90515
10369,971.206
10370,972.6624
10371,974.3119
10372,976.19086
10373,978.33325
10374,980.7702
10375,983.5292
10376,986.63275
10377,990.09766
10378,993.9357
10379,998.15265
10380,1002.74915
10381,1007.7182
10382,1013.04297
10383,1018.69385
10384,1024.628
10385,1030.795
10386,1037.1483
10387,1043.6594
10388,1050.3296
10389,1057.1901
10390,1064.2903
10391,990.09735
10392,968.7488
10393,969.9914
10394,971.2382
10395,972.54803
10396,973.97
10397,975.5478
10398,977.32324
10399,979.3366
10400,981.62714
10401,984.2322
10402,987.1863
10403,990.5198
10404,994.25757
10405,968.56616
10406,964.2034
10407,965.41254
10408,966.50793
10409,967.5681
10410,968.6511
10411,969.80475
10412,971.0709
10413,972.4886
10414,974.0948
10415,975.9254
10416,978.01447
10417,980.39325
10418,983.0893
10419,986.12537
10420,989.5187
10421,993.28125
10422,997.41925
10423,1001.93365
10424,1006.8189
10425,1012.0592
10426,1017.6272
10427,1023.4822
10428,1029.5742
10429,1035.8549
10430,1042.2917
10431,1048.8806
10432,1055.6482
10433,1062.6426
10434,989.7249
10435,968.69214
10436,969.90656
10437,971.1225
10438,972.3982
10439,973.782
10440,975.31726
10441,977.0451
10442,979.0054
10443,981.23706
10444,983.77734
10445,986.6609
10446,989.9185
10447,993.575
10448,968.4825
10449,964.2338
10450,965.42194
10451,966.4949
10452,967.5306
10453,968.5866
10454,969.71014
10455,970.9425
10456,972.3221
10457,973.88586
10458,975.6693
10459,977.7061
10460,980.0279
10461,982.6621
10462,985.63184
10463,988.95465
10464,992.6428
10465,996.70306
10466,1001.1367
10467,1005.9389
10468,1011.0957
10469,1016.58154
10470,1022.3577
10471,1028.3754
10472,1034.5846
10473,1040.9495
10474,1047.4602
10475,1054.1385
10476,1061.0311
10477,989.3585
10478,968.6403
10479,969.8272
10480,971.01306
10481,972.2554
10482,973.602
10483,975.09564
10484,976.7769
10485,978.6853
10486,980.8594
10487,983.33636
10488,986.1506
10489,989.33325
10490,992.9098
10491,968.40454
10492,964.2667
10493,965.4345
10494,966.4856
10495,967.49744
10496,968.52716
10497,969.6211
10498,970.8204
10499,972.16284
10500,973.6851
10501,975.4223
10502,977.408
10503,979.6738
10504,982.2472
10505,985.15173
10506,988.40533
10507,992.0203
10508,996.00385
10509,1000.358
10510,1005.0783
10511,1010.1523
10512,1015.5566
10513,1021.2542
10514,1027.1978
10515,1033.3365
10516,1039.6311
10517,1046.0668
10518,1052.66
10519,1059.4543
10520,988.9982
10521,968.59314
10522,969.7533
10523,970.9096
10524,972.1195
10525,973.4296
10526,974.8827
10527,976.51855
10528,978.37616
10529,980.49384
10530,982.90857
10531,985.6549
10532,988.76404
10533,992.262
10534,968.33215
10535,964.3024
10536,965.45
10537,966.47986
10538,967.46844
10539,968.4722
10540,969.53754
10541,970.7045
10542,972.01074
10543,973.4924
10544,975.1842
10545,977.11993
10546,979.3306
10547,981.8445
10548,984.6848
10549,987.87006
10550,991.41315
10551,995.3212
10552,999.59686
10553,1004.23627
10554,1009.2284
10555,1014.5517
10556,1020.1713
10557,1026.0411
10558,1032.1102
10559,1038.3363
10560,1044.6995
10561,1051.2112
10562,1057.9113
10563,988.6436
10564,968.5507
10565,969.6845
10566,970.8123
10567,971.9902
10568,973.26495
10569,974.6782
10570,976.2696
10571,978.07745
10572,980.1401
10573,982.4938
10574,985.1735
10575,988.21045
10576,991.631
10577,968.26526
10578,964.3407
10579,965.4686
10580,966.47754
10581,967.4434
10582,968.4222
10583,969.45917
10584,970.5947
10585,971.8656
10586,973.3074
10587,974.9549
10588,976.8414
10589,978.9983
10590,981.4535
10591,984.2308
10592,987.3489
10593,990.8211
10594,994.65497
10595,998.853
10596,1003.4127
10597,1008.32404
10598,1013.5668
10599,1019.1087
10600,1024.905
10601,1030.9052
10602,1037.0642
10603,1043.3575
10604,1049.7911
10605,1056.4006
10606,988.29456
10607,968.51245
10608,969.6208
10609,970.72046
10610,971.8674
10611,973.1075
10612,974.482
10613,976.02985
10614,977.78925
10615,979.79767
10616,982.09186
10617,984.7061
10618,987.6721
10619,991.01654
10620,968.2039
10621,964.3812
10622,965.4901
10623,966.4787
10624,967.4223
10625,968.3764
10626,969.38605
10627,970.4907
10628,971.7269
10629,973.12994
10630,974.734
10631,976.57245
10632,978.6763
10633,981.074
10634,983.78937
10635,986.8415
10636,990.2439
10637,994.0045
10638,998.12646
10639,1002.6075
10640,1007.43866
10641,1012.60156
10642,1018.06604
10643,1023.7892
10644,1029.7208
10645,1035.814
10646,1042.0398
10647,1048.3983
10648,1054.9213
10649,987.9512
10650,968.47864
10651,969.56195
10652,970.6342
10653,971.75085
10654,972.9572
10655,974.29376
10656,975.7992
10657,977.51105
10658,979.4666
10659,981.70215
10660,984.2523
10661,987.1487
10662,990.4183
10663,968.1476
10664,964.42426
10665,965.51434
10666,966.48303
10667,967.405
10668,968.3352
10669,969.31805
10670,970.3926
10671,971.5948
10672,972.9598
10673,974.5214
10674,976.31274
10675,978.3647
10676,980.7058
10677,983.3602
10678,986.3474
10679,989.681
10680,993.3697
10681,997.41656
10682,1001.8198
10683,1006.5718
10684,1011.6556
10685,1017.04315
10686,1022.6931
10687,1028.5566
10688,1034.585
10689,1040.7452
10690,1047.0321
10691,1053.4722
10692,987.61334
10693,968.449
10694,969.5078
10695,970.5535
10696,971.64044
10697,972.8138
10698,974.11334
10699,975.57733
10700,977.2428
10701,979.1464
10702,981.32477
10703,983.81195
10704,986.63983
10705,989.83575
10706,968.09644
10707,964.4694
10708,965.5413
10709,966.49066
10710,967.39136
10711,968.2981
10712,969.2547
10713,970.29974
10714,971.4691
10715,972.7968
10716,974.31696
10717,976.062
10718,978.0631
10719,980.3487
10720,982.9433
10721,985.8664
10722,989.13257
10723,992.75006
10724,996.72284
10725,1001.0497
10726,1005.72327
10727,1010.7288
10728,1016.0394
10729,1021.61664
10730,1027.4122
10731,1033.3765
10732,1039.4729
10733,1045.6908
10734,1052.052
10735,987.2808
10736,968.42334
10737,969.45844
10738,970.4779
10739,971.536
10740,972.67706
10741,973.9404
10742,975.364
10743,976.9839
10744,978.8371
10745,980.95917
10746,983.3847
10747,986.1453
10748,989.2689
10749,968.05
10750,964.51685
10751,965.57086
10752,966.5013
10753,967.3813
10754,968.26514
10755,969.1962
10756,970.21246
10757,971.3495
10758,972.6409
10759,974.1203
10760,975.82007
10761,977.77124
10762,980.0023
10763,982.538
10764,985.39844
10765,988.5978
10766,992.1455
10767,996.0453
10768,1000.2966
10769,1004.89294
10770,1009.8205
10771,1015.05493
10772,1020.55963
10773,1026.2874
10774,1032.1881
10775,1038.2224
10776,1044.374
10777,1050.6595
10778,986.9538
10779,968.40155
10780,969.4134
10781,970.4074
10782,971.4374
10783,972.547
10784,973.7751
10785,975.15894
10786,976.73456
10787,978.53815
10788,980.60516
10789,982.97015
10790,985.6648
10791,988.71716
10792,968.0084
10793,964.56647
10794,965.60297
10795,966.51483
10796,967.3748
10797,968.23627
10798,969.1423
10799,970.13055
10800,971.23566
10801,972.4918
10802,973.93134
10803,975.5868
10804,977.489
10805,979.66656
10806,982.14435
10807,984.9429
10808,988.0768
10809,991.55554
10810,995.38354
10811,999.56024
10812,1004.08014
10813,1008.93054
10814,1014.0892
10815,1019.5212
10816,1025.1815
10817,1031.0194
10818,1036.9927
10819,1043.0802
10820,1049.294
10821,986.632
10822,968.3836
10823,969.3728
10824,970.342
10825,971.3443
10826,972.42316
10827,973.6169
10828,974.9619
10829,976.4942
10830,978.24927
10831,980.2625
10832,982.5681
10833,985.198
10834,988.1805
10835,967.97156
10836,964.61804
10837,965.63763
10838,966.53143
10839,967.37146
10840,968.2111
10841,969.09283
10842,970.0537
10843,971.1281
10844,972.3494
10845,973.7499
10846,975.3618
10847,977.216
10848,979.34106
10849,981.762
10850,984.4996
10851,987.569
10852,990.97986
10853,994.73706
10854,998.8403
10855,1003.2848
10856,1008.0589
10857,1013.14197
10858,1018.5018
10859,1024.0944
10860,1029.8698
10861,1035.7833
10862,1041.8091
10863,1047.9537
10864,986.3158
10865,968.36926
10866,969.3363
10867,970.2813
10868,971.25684
10869,972.30566
10870,973.46564
10871,974.7731
10872,976.26276
10873,977.9704
10874,979.93085
10875,982.1783
10876,984.74457
10877,987.65814
10878,967.9391
10879,964.67145
10880,965.6745
10881,966.5506
10882,967.3716
10883,968.1899
10884,969.04767
10885,969.98175
10886,971.026
10887,972.21326
10888,973.5757
10889,975.1452
10890,976.9523
10891,979.0256
10892,981.3907
10893,984.06836
10894,987.0742
10895,990.41833
10896,994.10565
10897,998.1365
10898,1002.50635
10899,1007.2049
10900,1012.2132
10901,1017.5008
10902,1023.0257
10903,1028.7388
10904,1034.5934
10905,1040.5596
10906,1046.638
10907,986.0046
10908,968.3586
10909,969.30396
10910,970.22534
10911,971.17456
10912,972.19415
10913,973.3212
10914,974.5918
10915,976.0399
10916,977.7012
10917,979.61
10918,981.80035
10919,984.30414
10920,987.1502
10921,967.9112
10922,964.7269
10923,965.71375
10924,966.57263
10925,967.3747
10926,968.1723
10927,969.00684
10928,969.91486
10929,970.92957
10930,972.08356
10931,973.4086
10932,974.9364
10933,976.6974
10934,978.72015
10935,981.0302
10936,983.6489
10937,986.59216
10938,989.8704
10939,993.4891
10940,997.4484
10941,1001.7447
10942,1006.3685
10943,1011.30237
10944,1016.51807
10945,1021.9753
10946,1027.6261
10947,1033.4225
10948,1039.3307
10949,1045.3458
10950,985.6987
10951,968.3513
10952,969.2756
10953,970.17377
10954,971.0975
10955,972.08856
10956,973.18353
10957,974.4178
10958,975.82556
10959,977.44147
10960,979.2997
10961,981.4342
10962,983.8767
10963,986.6564
10964,967.8874
10965,964.784
10966,965.7551
10967,966.5973
10968,967.38104
10969,968.1582
10970,968.9701
10971,969.85254
10972,970.83844
10973,971.96
10974,973.24854
10975,974.7356
10976,976.4512
10977,978.42426
10978,980.68036
10979,983.24115
10980,986.12274
10981,989.3362
10982,992.8869
10983,996.77594
10984,1000.99963
10985,1005.5494
10986,1010.40936
10987,1015.55316
10988,1020.94293
10989,1026.5315
10990,1032.27
10991,1038.1218
10992,1044.0762
10993,985.398
10994,968.3472
10995,969.251
10996,970.1268
10997,971.0255
10998,971.98846
10999,973.05225
11000,974.25134
11001,975.6195
11002,977.1909
11003,978.9996
11004,981.0793
11005,983.46173
11006,986.1761
11007,967.8677
11008,964.843
11009,965.79865
11010,966.62427
11011,967.39026
11012,968.1476
11013,968.9372
11014,969.7947
11015,970.7525
11016,971.84235
11017,973.0952
11018,974.5423
11019,976.21356
11020,978.13776
11021,980.3408
11022,982.84454
11023,985.6656
11024,988.815
11025,992.2991
11026,996.11865
11027,1000.27057
11028,1004.7472
11029,1009.5337
11030,1014.60614
11031,1019.9283
11032,1025.4546
11033,1031.1359
11034,1036.9321
11035,1042.8281
11036,985.10254
11037,968.34656
11038,969.2303
11039,970.0839
11040,970.9583
11041,971.8941
11042,972.9273
11043,974.09186
11044,975.4213
11045,976.9494
11046,978.7096
11047,980.73553
11048,983.0589
11049,985.70935
11050,967.85205
11051,964.9037
11052,965.84436
11053,966.6539
11054,967.4023
11055,968.14026
11056,968.9084
11057,969.7414
11058,970.67175
11059,971.7304
11060,972.94836
11061,974.35626
11062,975.9841
11063,977.86053
11064,980.0115
11065,982.45917
11066,985.22034
11067,988.30695
11068,991.7249
11069,995.47614
11070,999.5574
11071,1003.96173
11072,1008.67566
11073,1013.6767
11074,1018.9311
11075,1024.395
11076,1030.0192
11077,1035.7612
11078,1041.6006
11079,984.8123
11080,968.3489
11081,969.2131
11082,970.0453
11083,970.8959
11084,971.80505
11085,972.8084
11086,973.9394
11087,975.231
11088,976.71655
11089,978.4293
11090,980.40265
11091,982.6682
11092,985.25555
11093,967.8406
11094,964.9658
11095,965.89185
11096,966.6857
11097,967.4171
11098,968.1362
11099,968.8831
11100,969.69244
11101,970.59595
11102,971.6244
11103,972.80817
11104,974.17773
11105,975.763
11106,977.5924
11107,979.6921
11108,982.08435
11109,984.7868
11110,987.8114
11111,991.1646
11112,994.8482
11113,998.8596
11114,1003.19257
11115,1007.8344
11116,1012.7645
11117,1017.9514
11118,1023.3526
11119,1028.9198
11120,1034.6083
11121,1040.3931
11122,984.52747
11123,968.3541
11124,969.1994
11125,970.01074
11126,970.83795
11127,971.7213
11128,972.6955
11129,973.79364
11130,975.04834
11131,976.49225
11132,978.1586
11133,980.08044
11134,982.28925
11135,984.81476
11136,967.83246
11137,965.0296
11138,965.94135
11139,966.72003
11140,967.4348
11141,968.13544
11142,968.8617
11143,969.64764
11144,970.5248
11145,971.5237
11146,972.674
11147,974.0062
11148,975.5496
11149,977.33295
11150,979.38226
11151,981.72034
11152,984.36487
11153,987.3283
11154,990.61755
11155,994.2347
11156,998.1773
11157,1002.43964
11158,1007.0101
11159,1011.86957
11160,1016.98883
11161,1022.3274
11162,1027.8374
11163,1033.4729
11164,1039.2047
11165,984.2478
11166,968.36255
11167,969.18915
11168,969.98
11169,970.7847
11170,971.6426
11171,972.5883
11172,973.6545
11173,974.873
11174,976.27637
11175,977.8972
11176,979.7685
11177,981.92163
11178,984.3863
11179,967.82806
11180,965.09485
11181,965.9927
11182,966.7565
11183,967.45496
11184,968.1376
11185,968.8437
11186,969.607
11187,970.45856
11188,971.4283
11189,972.5461
11190,973.8416
11191,975.34406
11192,977.0821
11193,979.082
11194,981.36664
11195,983.9542
11196,986.8574
11197,990.0836
11198,993.6351
11199,997.50995
11200,1001.7024
11201,1006.20197
11202,1010.99146
11203,1016.0432
11204,1021.3189
11205,1026.7717
11206,1032.3549
11207,1038.0348
11208,983.9732
11209,968.3736
11210,969.1821
11211,969.9532
11212,970.7358
11213,971.5687
11214,972.48676
11215,973.52155
11216,974.7049
11217,976.0685
11218,977.645
11219,979.4667
11220,981.5652
11221,983.9703
11222,967.8274
11223,965.16144
11224,966.0457
11225,966.7951
11226,967.47766
11227,968.14276
11228,968.82904
11229,969.5702
11230,970.3968
11231,971.33826
11232,972.4241
11233,973.68353
11234,975.14594
11235,976.8396
11236,978.7911
11237,981.02313
11238,983.5546
11239,986.39856
11240,989.56256
11241,993.04926
11242,996.85706
11243,1000.9807
11244,1005.41034
11245,1010.1301
11246,1015.11444
11247,1020.3271
11248,1025.7224
11249,1031.2533
11250,1036.8826
11251,983.704
11252,968.38745
11253,969.1783
11254,969.92993
11255,970.6909
11256,971.49994
11257,972.3907
11258,973.39496
11259,974.54364
11260,975.86865
11261,977.4016
11262,979.17487
11263,981.2199
11264,983.56635
11265,967.83
11266,965.22943
11267,966.1005
11268,966.8357
11269,967.50287
11270,968.15076
11271,968.81793
11272,969.5374
11273,970.3395
11274,971.25336
11275,972.3079
11276,973.53217
11277,974.95526
11278,976.6055
11279,978.50916
11280,980.6895
11281,983.1659
11282,985.9513
11283,989.054
11284,992.4769
11285,996.2187
11286,1000.27423
11287,1004.63477
11288,1009.2852
11289,1014.20233
11290,1019.3517
11291,1024.6895
11292,1030.1681
11293,1035.7476
11294,983.43994
11295,968.4038
11296,969.1775
11297,969.9103
11298,970.6502
11299,971.43567
11300,972.3
11301,973.27435
11302,974.3896
11303,975.6764
11304,977.1669
11305,978.89264
11306,980.8852
11307,983.17413
11308,967.8361
11309,965.2987
11310,966.1569
11311,966.8785
11312,967.53046
11313,968.16156
11314,968.81
11315,969.5083
11316,970.28656
11317,971.1732
11318,972.1973
11319,973.38727
11320,974.7718
11321,976.3794
11322,978.23627
11323,980.36584
11324,982.7876
11325,985.51544
11326,988.5579
11327,991.9179
11328,995.5944
11329,999.5828
11330,1003.87476
11331,1008.4566
11332,1013.3065
11333,1018.39264
11334,1023.67255
11335,1029.0988
11336,1034.6292
11337,983.18146
11338,968.42285
11339,969.1797
11340,969.89404
11341,970.6134
11342,971.3759
11343,972.2145
11344,973.1597
11345,974.242
11346,975.49176
11347,976.94055
11348,978.6199
11349,980.56085
11350,982.7934
11351,967.84534
11352,965.3693
11353,966.21497
11354,966.92303
11355,967.56024
11356,968.17505
11357,968.80505
11358,969.48285
11359,970.2378
11360,971.09814
11361,972.09216
11362,973.2485
11363,974.5954
11364,976.1611
11365,977.9718
11366,980.0517
11367,982.4198
11368,985.09094
11369,988.0737
11370,991.3717
11371,994.9841
11372,998.9061
11373,1003.1304
11374,1007.64404
11375,1012.42706
11376,1017.44965
11377,1022.6713
11378,1028.0453
11379,1033.5276
11380,982.92804
11381,968.4442
11382,969.1849
11383,969.8812
11384,970.5806
11385,971.3207
11386,972.1339
11387,973.0507
11388,974.1008
11389,975.3144
11390,976.7226
11391,978.35626
11392,980.2468
11393,982.42395
11394,967.8576
11395,965.4409
11396,966.27435
11397,966.9694
11398,967.59235
11399,968.1912
11400,968.8034
11401,969.461
11402,970.19305
11403,971.0277
11404,971.99255
11405,973.1158
11406,974.42584
11407,975.9505
11408,977.71606
11409,979.74677
11410,982.06213
11411,984.6774
11412,987.6015
11413,990.8383
11414,994.38715
11415,998.244
11416,1002.4012
11417,1006.8473
11418,1011.5638
11419,1016.52264
11420,1021.68585
11421,1027.0072
11422,1032.4417
11423,982.68
11424,968.468
11425,969.1928
11426,969.8715
11427,970.5515
11428,971.26965
11429,972.0583
11430,972.9472
11431,973.966
11432,975.14417
11433,976.5124
11434,978.1017
11435,979.9429
11436,982.06555
11437,967.87305
11438,965.5137
11439,966.3354
11440,967.01764
11441,967.6266
11442,968.2098
11443,968.80457
11444,969.44257
11445,970.1523
11446,970.96173
11447,971.898
11448,972.9891
11449,974.26294
11450,975.74725
11451,977.4686
11452,979.451
11453,981.7146
11454,984.2747
11455,987.14087
11456,990.3173
11457,993.8038
11458,997.5961
11459,1001.68713
11460,1006.0661
11461,1010.7164
11462,1015.61163
11463,1020.7159
11464,1025.9844
11465,1031.3711
11466,982.4373
11467,968.4941
11468,969.2034
11469,969.8651
11470,970.52594
11471,971.22284
11472,971.98737
11473,972.84924
11474,973.83734
11475,974.981
11476,976.3102
11477,977.8559
11478,979.64856
11479,981.71796
11480,967.8912
11481,965.5875
11482,966.39777
11483,967.0675
11484,967.663
11485,968.231
11486,968.8088
11487,969.42737
11488,970.1155
11489,970.90015
11490,971.80865
11491,972.8682
11492,974.1066
11493,975.5515
11494,977.2294
11495,979.1642
11496,981.3768
11497,983.8825
11498,986.6917
11499,989.8086
11500,993.23334
11501,996.9619
11502,1000.98773
11503,1005.3004
11504,1009.8847
11505,1014.71625
11506,1019.76135
11507,1024.9767
11508,1030.3157
11509,982.2001
11510,968.5223
11511,969.2166
11512,969.8618
11513,970.5041
11514,971.18
11515,971.9212
11516,972.75653
11517,973.7147
11518,974.8246
11519,976.1157
11520,977.61865
11521,979.3638
11522,981.3808
11523,967.9123
11524,965.6623
11525,966.4614
11526,967.1192
11527,967.70123
11528,968.25433
11529,968.81555
11530,969.4155
11531,970.0824
11532,970.8429
11533,971.7241
11534,972.75287
11535,973.95667
11536,975.3629
11537,976.99805
11538,978.8862
11539,981.04846
11540,983.5008
11541,986.25366
11542,989.3119
11543,992.67566
11544,996.3415
11545,1000.30273
11546,1004.54987
11547,1009.06854
11548,1013.8367
11549,1018.82227
11550,1023.9838
11551,1029.275
11552,981.96796
11553,968.5527
11554,969.23236
11555,969.86115
11556,970.4854
11557,971.14105
11558,971.8594
11559,972.6689
11560,973.59784
11561,974.6746
11562,975.92865
11563,977.3897
11564,979.08844
11565,981.054
11566,967.9361
11567,965.738
11568,966.52637
11569,967.1724
11570,967.74146
11571,968.2802
11572,968.8251
11573,969.4068
11574,970.053
11575,970.79004
11576,971.6444
11577,972.64307
11578,973.81287
11579,975.1812
11580,976.7744
11581,978.6168
11582,980.7297
11583,983.12915
11584,985.82654
11585,988.82697
11586,992.1307
11587,995.7345
11588,999.63196
11589,1003.8142
11590,1008.2678
11591,1012.9724
11592,1017.8983
11593,1023.00574
11594,1028.249
11595,981.7414
11596,968.58496
11597,969.25055
11598,969.8638
11599,970.4702
11600,971.1061
11601,971.80206
11602,972.5863
11603,973.48676
11604,974.5312
11605,975.7487
11606,977.169
11607,978.82196
11608,980.73737
11609,967.9624
11610,965.81476
11611,966.5925
11612,967.2271
11613,967.7835
11614,968.3083
11615,968.8373
11616,969.401
11617,970.02704
11618,970.7412
11619,971.56964
11620,972.5386
11621,973.6753
11622,975.0064
11623,976.5584
11624,978.35583
11625,980.42004
11626,982.7676
11627,985.4102
11628,988.3534
11629,991.5981
11630,995.14056
11631,998.9752
11632,1003.0932
11633,1007.48224
11634,1012.12354
11635,1016.9896
11636,1022.0424
11637,1027.2373
11638,981.5203
11639,968.6194
11640,969.2712
11641,969.86896
11642,970.45825
11643,971.0747
11644,971.7489
11645,972.5086
11646,973.3811
11647,974.39404
11648,975.5759
11649,976.95624
11650,978.56464
11651,980.43054
11652,967.99115
11653,965.8922
11654,966.6597
11655,967.2833
11656,967.82745
11657,968.3383
11658,968.85205
11659,969.39844
11660,970.0046
11661,970.69635
11662,971.4992
11663,972.43945
11664,973.5435
11665,974.8384
11666,976.34985
11667,978.1031
11668,980.11926
11669,982.4158
11670,985.00433
11671,987.8913
11672,991.07745
11673,994.55975
11674,998.3322
11675,1002.38666
11676,1006.7116
11677,1011.28986
11678,1016.0958
11679,1021.0937
11680,1026.2399
11681,981.30444
11682,968.6556
11683,969.2939
11684,969.8767
11685,970.4492
11686,971.04694
11687,971.6999
11688,972.4355
11689,973.2808
11690,974.26294
11691,975.4101
11692,976.7513
11693,978.3159
11694,980.13324
11695,968.0225
11696,965.9704
11697,966.72815
11698,967.3409
11699,967.8731
11700,968.37067
11701,968.8692
11702,969.3985
11703,969.9855
11704,970.6553
11705,971.4333
11706,972.3453
11707,973.41754
11708,974.6766
11709,976.1487
11710,977.85834
11711,979.82745
11712,982.0735
11713,984.60895
11714,987.44025
11715,990.5687
11716,993.9914
11717,997.7027
11718,1001.69434
11719,1005.9559
11720,1010.4712
11721,1015.217
11722,1020.1594
11723,1025.2561
11724,981.09406
11725,968.6936
11726,969.3189
11727,969.8871
11728,970.44336
11729,971.02264
11730,971.6549
11731,972.36694
11732,973.18585
11733,974.1379
11734,975.2509
11735,976.5538
11736,978.0757
11737,979.8456
11738,968.0563
11739,966.0494
11740,966.7976
11741,967.3999
11742,967.9204
11743,968.40497
11744,968.8888
11745,969.40155
11746,969.9696
11747,970.618
11748,971.37177
11749,972.25616
11750,973.2972
11751,974.52136
11752,975.9546
11753,977.6215
11754,979.54425
11755,981.7408
11756,984.22363
11757,987.0002
11758,990.0717
11759,993.4356
11760,997.08624
11761,1001.01605
11762,1005.2146
11763,1009.6674
11764,1014.3529
11765,1019.2395
11766,1024.2865
11767,980.88904
11768,968.73334
11769,969.346
11770,969.90015
11771,970.44037
11772,971.00183
11773,971.6137
11774,972.30304
11775,973.0959
11776,974.01855
11777,975.0983
11778,976.36383
11779,977.8437
11780,979.567
11781,968.0922
11782,966.129
11783,966.86804
11784,967.4601
11785,967.96936
11786,968.4413
11787,968.91077
11788,969.4073
11789,969.957
11790,970.58435
11791,971.3144
11792,972.17175
11793,973.18243
11794,974.37225
11795,975.7674
11796,977.39233
11797,979.26953
11798,981.4172
11799,983.8483
11800,986.57056
11801,989.586
11802,992.892
11803,996.483
11804,1000.3515
11805,1004.48773
11806,1008.8784
11807,1013.5035
11808,1018.334
11809,1023.3306
11810,980.6894
11811,968.7745
11812,969.3751
11813,969.91547
11814,970.44037
11815,970.9842
11816,971.57635
11817,972.24347
11818,973.0109
11819,973.90485
11820,974.9522
11821,976.1809
11822,977.6198
11823,979.2974
11824,968.1301
11825,966.2092
11826,966.93933
11827,967.52167
11828,968.01984
11829,968.4793
11830,968.9349
11831,969.4156
11832,969.94727
11833,970.55444
11834,971.261
11835,972.09216
11836,973.07294
11837,974.22925
11838,975.58704
11839,977.171
11840,979.0032
11841,981.10254
11842,983.4827
11843,986.1518
11844,989.11163
11845,992.36035
11846,995.8925
11847,999.7003
11848,1003.77496
11849,1008.10394
