,Predicted Fatal Cases
10370,51.894962
10371,50.127956
10372,48.262814
10373,46.265713
10374,44.205994
10375,42.225708
10376,40.37733
10377,38.68082
10378,37.12668
10379,35.68582
10380,34.57663
10381,33.522175
10382,32.551624
10383,31.621986
10384,30.739267
10385,30.04008
10386,29.481163
10387,28.960875
10388,28.52732
10389,28.24494
10390,28.004501
10391,57.162483
10392,69.18316
10393,66.67123
10394,64.12261
10395,61.72198
10396,59.580708
10397,57.702785
10398,56.025665
10399,54.44917
10400,52.92179
10401,51.40484
10402,49.877792
10403,48.236313
10404,46.5019
10405,63.12577
10406,66.91702
10407,64.29706
10408,61.800106
10409,59.54312
10410,57.527138
10411,55.66681
10412,53.89307
10413,52.141014
10414,50.37349
10415,48.528282
10416,46.53372
10417,44.478516
10418,42.49421
10419,40.638447
10420,38.933933
10421,37.37155
10422,35.92556
10423,34.768753
10424,33.70417
10425,32.724705
10426,31.788286
10427,30.898317
10428,30.151392
10429,29.587036
10430,29.060522
10431,28.589613
10432,28.30093
10433,28.053139
10434,57.444942
10435,69.43979
10436,66.93325
10437,64.38319
10438,61.975494
10439,59.826565
10440,57.94007
10441,56.256832
10442,54.677906
10443,53.148426
10444,51.630108
10445,50.101887
10446,48.47733
10447,46.75331
10448,63.39538
10449,67.18423
10450,64.564964
10451,62.065033
10452,59.80072
10453,57.778904
10454,55.914806
10455,54.138912
10456,52.38605
10457,50.618137
10458,48.79298
10459,46.79625
10460,44.750584
10461,42.762394
10462,40.89939
10463,39.187027
10464,37.616558
10465,36.163376
10466,34.96127
10467,33.889374
10468,32.89818
10469,31.955044
10470,31.057892
10471,30.263151
10472,29.693491
10473,29.160925
10474,28.670635
10475,28.357862
10476,28.103
10477,57.725742
10478,69.694214
10479,67.19341
10480,64.64228
10481,62.227806
10482,60.071384
10483,58.17636
10484,56.487034
10485,54.90571
10486,53.374172
10487,51.854588
10488,50.32528
10489,48.717743
10490,46.995277
10491,63.662918
10492,67.449295
10493,64.831116
10494,62.328506
10495,60.05703
10496,58.028656
10497,56.161617
10498,54.383644
10499,52.630077
10500,50.86189
10501,49.05688
10502,47.058155
10503,45.02218
10504,43.030277
10505,41.16019
10506,39.4401
10507,37.861668
10508,36.400387
10509,35.15417
10510,34.075047
10511,33.072075
10512,32.122253
10513,31.217983
10514,30.375723
10515,29.80049
10516,29.262035
10517,28.764957
10518,28.415699
10519,28.15401
10520,58.004826
10521,69.94644
10522,67.45172
10523,64.8999
10524,62.478924
10525,60.313507
10526,58.411644
10527,56.71626
10528,55.132565
10529,53.599064
10530,52.078285
10531,50.548
10532,48.95755
10533,47.23563
10534,63.92732
10535,67.71222
10536,65.095505
10537,62.590496
10538,60.312023
10539,58.27719
10540,56.407257
10541,54.62727
10542,52.87307
10543,51.104725
10544,49.307144
10545,47.319435
10546,45.29331
10547,43.297142
10548,41.420807
10549,39.693142
10550,38.106873
10551,36.637634
10552,35.347454
10553,34.261177
10554,33.24638
10555,32.289906
10556,31.378567
10557,30.51784
10558,29.908009
10559,29.36383
10560,28.86017
10561,28.474524
10562,28.20612
10563,58.281822
10564,70.19643
10565,67.708145
10566,65.156
10567,62.728817
10568,60.55436
10569,58.64593
10570,56.94451
10571,55.358463
10572,53.823063
10573,52.30118
10574,50.770023
10575,49.19625
10576,47.47549
10577,64.18881
10578,67.973
10579,65.35811
10580,62.851
10581,60.565716
10582,58.524506
10583,56.65171
10584,54.869747
10585,53.115013
10586,51.34664
10587,49.549164
10588,47.580067
10589,45.56395
10590,43.562294
10591,41.68126
10592,39.946133
10593,38.35219
10594,36.875107
10595,35.54111
10596,34.447765
10597,33.421112
10598,32.458004
10599,31.539642
10600,30.671583
10601,30.016037
10602,29.466265
10603,28.956213
10604,28.534155
10605,28.259262
10606,58.55592
10607,70.44419
10608,67.96268
10609,65.410576
10610,62.977493
10611,60.79416
10612,58.879227
10613,57.171787
10614,55.583427
10615,54.04618
10616,52.52329
10617,50.991356
10618,49.42635
10619,47.713806
10620,64.44823
10621,68.2316
10622,65.61893
10623,63.109997
10624,60.818096
10625,58.770576
10626,56.89496
10627,55.111088
10628,53.355915
10629,51.587635
10630,49.790413
10631,47.84004
10632,45.832283
10633,43.827118
10634,41.94151
10635,40.19909
10636,38.597572
10637,37.112793
10638,35.735126
10639,34.634804
10640,33.596252
10641,32.626545
10642,31.701206
10643,30.825878
10644,30.124535
10645,29.569311
10646,29.053055
10647,28.594542
10648,28.313398
10649,58.82813
10650,70.689705
10651,68.21531
10652,65.66361
10653,63.224926
10654,61.032887
10655,59.11149
10656,57.398067
10657,55.807415
10658,54.268394
10659,52.744583
10660,51.21198
10661,49.655846
10662,47.9504
10663,64.70555
10664,68.488045
10665,65.877945
10666,63.367058
10667,61.069145
10668,59.015423
10669,57.137005
10670,55.351284
10671,53.59576
10672,51.827686
10673,50.030483
10674,48.099342
10675,46.09948
10676,44.091602
10677,42.201588
10678,40.451977
10679,38.843044
10680,37.35068
10681,35.953793
10682,34.822296
10683,33.7718
10684,32.795353
10685,31.86324
10686,30.980726
10687,30.233496
10688,29.672941
10689,29.150646
10690,28.671152
10691,28.368465
10692,59.098434
10693,70.93295
10694,68.46603
10695,65.915115
10696,63.4711
10697,61.27054
10698,59.342735
10699,57.623367
10700,56.030434
10701,54.489704
10702,52.965065
10703,51.431896
10704,49.877712
10705,48.18648
10706,64.96078
10707,68.74228
10708,66.13513
10709,63.621128
10710,61.318855
10711,59.259003
10712,57.377842
10713,55.59033
10714,53.834526
10715,52.066784
10716,50.269638
10717,48.35798
10718,46.366177
10719,44.355747
10720,42.46145
10721,40.7048
10722,39.088577
10723,37.58878
10724,36.185673
10725,35.01023
10726,33.947765
10727,32.964546
10728,32.02575
10729,31.136108
10730,30.342897
10731,29.77713
10732,29.248964
10733,28.762724
10734,28.424423
10735,59.366783
10736,71.17395
10737,68.71482
10738,66.16504
10739,63.716022
10740,61.507114
10741,59.572956
10742,57.847652
10743,56.252476
10744,54.710106
10745,53.184727
10746,51.651077
10747,50.096325
10748,48.422043
10749,65.213875
10750,68.99433
10751,66.390495
10752,63.87368
10753,61.567226
10754,59.501335
10755,57.61745
10756,55.828197
10757,54.07222
10758,52.304924
10759,50.50798
10760,48.615925
10761,46.62224
10762,44.619534
10763,42.72101
10764,40.957558
10765,39.334175
10766,37.827076
10767,36.41661
10768,35.198605
10769,34.124146
10770,33.134186
10771,32.18873
10772,31.29201
10773,30.453384
10774,29.881866
10775,29.347967
10776,28.855179
10777,28.481228
10778,59.63312
10779,71.412674
10780,68.96166
10781,66.41339
10782,63.959675
10783,61.742588
10784,59.800987
10785,58.07093
10786,56.473545
10787,54.929577
10788,53.403538
10789,51.86954
10790,50.314323
10791,48.657085
10792,65.4649
10793,69.24418
10794,66.64402
10795,64.124695
10796,61.814243
10797,59.74239
10798,57.855843
10799,56.064903
10800,54.30882
10801,52.54208
10802,50.745495
10803,48.873165
10804,46.876934
10805,44.88296
10806,42.97839
10807,41.210236
10808,39.579826
10809,38.06555
10810,36.647865
10811,35.38741
10812,34.302753
10813,33.30426
10814,32.35217
10815,31.448425
10816,30.597637
10817,29.9871
10818,29.44762
10819,28.94848
10820,28.539005
10821,59.89745
10822,71.649124
10823,69.20654
10824,66.66013
10825,64.202034
10826,61.97698
10827,60.027287
10828,58.293194
10829,56.693607
10830,55.14812
10831,53.621517
10832,52.08726
10833,50.531696
10834,48.891594
10835,65.71378
10836,69.49181
10837,66.89569
10838,64.37418
10839,62.059902
10840,59.982185
10841,58.093
10842,56.300404
10843,54.544315
10844,52.77826
10845,50.98216
10846,49.127613
10847,47.131092
10848,45.146015
10849,43.23555
10850,41.462826
10851,39.82552
10852,38.304432
10853,36.879436
10854,35.57665
10855,34.484905
10856,33.47478
10857,32.51608
10858,31.605343
10859,30.747292
10860,30.092834
10861,29.5479
10862,29.042582
10863,28.597528
10864,60.159714
10865,71.8833
10866,69.44946
10867,66.90529
10868,64.4431
10869,62.210262
10870,60.252552
10871,58.514442
10872,56.912685
10873,55.36573
10874,53.838642
10875,52.304237
10876,50.748432
10877,49.125557
10878,65.960556
10879,69.73723
10880,67.14549
10881,64.622116
10882,62.30419
10883,60.220715
10884,58.328907
10885,56.53472
10886,54.778698
10887,53.013435
10888,51.217976
10889,49.37288
10890,47.384705
10891,45.40777
10892,43.492477
10893,41.715317
10894,40.071247
10895,38.543488
10896,37.111305
10897,35.7663
10898,34.66755
10899,33.64575
10900,32.68045
10901,31.762768
10902,30.897514
10903,30.199038
10904,29.648773
10905,29.137447
10906,28.66908
10907,60.41989
10908,72.11519
10909,69.690414
10910,67.14881
10911,64.68286
10912,62.442417
10913,60.47678
10914,58.73467
10915,57.130238
10916,55.582386
10917,54.05491
10918,52.52046
10919,50.964523
10920,49.358974
10921,66.20521
10922,69.98042
10923,67.393425
10924,64.868484
10925,62.54711
10926,60.45796
10927,58.563572
10928,56.767838
10929,55.01195
10930,53.247593
10931,51.452904
10932,49.617344
10933,47.637756
10934,45.667633
10935,43.74916
10936,41.967697
10937,40.316994
10938,38.782715
10939,37.343468
10940,35.968918
10941,34.850693
10942,33.817158
10943,32.84509
10944,31.920687
10945,31.048294
10946,30.305698
10947,29.750216
10948,29.233038
10949,28.757977
10950,60.677956
10951,72.34478
10952,69.92937
10953,67.39071
10954,64.92131
10955,62.67346
10956,60.699963
10957,58.95386
10958,57.346104
10959,55.798084
10960,54.270298
10961,52.73591
10962,51.179974
10963,49.588726
10964,66.44774
10965,70.221375
10966,67.63948
10967,65.11329
10968,62.787613
10969,60.693916
10970,58.796566
10971,56.999744
10972,55.244072
10973,53.480736
10974,51.68696
10975,49.85191
10976,47.890232
10977,45.927113
10978,44.00559
10979,42.219967
10980,40.562763
10981,39.022095
10982,37.575912
10983,36.195934
10984,35.03433
10985,33.989014
10986,33.01016
10987,32.079098
10988,31.199621
10989,30.412899
10990,29.852211
10991,29.329323
10992,28.847763
10993,60.933887
10994,72.572105
10995,70.16633
10996,67.630974
10997,65.15843
10998,62.90338
10999,60.922104
11000,59.17203
11001,57.560966
11002,56.012817
11003,54.484806
11004,52.950577
11005,51.394745
11006,49.81009
11007,66.688126
11008,70.4601
11009,67.88364
11010,65.35651
11011,63.02587
11012,60.928566
11013,59.02743
11014,57.230423
11015,55.47504
11016,53.712826
11017,51.920116
11018,50.08574
11019,48.14213
11020,46.186165
11021,44.261757
11022,42.47115
11023,40.80853
11024,39.261616
11025,37.808636
11026,36.421284
11027,35.21844
11028,34.161327
11029,33.175694
11030,32.23799
11031,31.351484
11032,30.521238
11033,29.95473
11034,29.426273
11035,28.938402
11036,61.187656
11037,72.79711
11038,70.40129
11039,67.86958
11040,65.39421
11041,63.132156
11042,61.143196
11043,59.38914
11044,57.77481
11045,56.226574
11046,54.698425
11047,53.164467
11048,51.608856
11049,50.024075
11050,66.9264
11051,70.69658
11052,68.12589
11053,65.598145
11054,63.262756
11055,61.161938
11056,59.257034
11057,57.459896
11058,55.70485
11059,53.94387
11060,52.152348
11061,50.318836
11062,48.393425
11063,46.441887
11064,44.51765
11065,42.72111
11066,41.054306
11067,39.501263
11068,38.041634
11069,36.647026
11070,35.403053
11071,34.33408
11072,33.3417
11073,32.39738
11074,31.503876
11075,30.664928
11076,30.057749
11077,29.523853
11078,29.02984
11079,61.43927
11080,73.01984
11081,70.63423
11082,68.10652
11083,65.62864
11084,63.359795
11085,61.363235
11086,59.60402
11087,57.98763
11088,56.43934
11089,54.911137
11090,53.37756
11091,51.82228
11092,50.237503
11093,67.162544
11094,70.930824
11095,68.36623
11096,65.83819
11097,63.498257
11098,61.39399
11099,59.48538
11100,57.688114
11101,55.93349
11102,54.17386
11103,52.383667
11104,50.551163
11105,48.644096
11106,46.689365
11107,44.773254
11108,42.970924
11109,41.30006
11110,39.74104
11111,38.27489
11112,36.873158
11113,35.58814
11114,34.507282
11115,33.50818
11116,32.55725
11117,31.656796
11118,30.810646
11119,30.161257
11120,29.62204
11121,29.12205
11122,61.688694
11123,73.24026
11124,70.86516
11125,68.341774
11126,65.86171
11127,63.58628
11128,61.582207
11129,59.81716
11130,58.199413
11131,56.651127
11132,55.122936
11133,53.589832
11134,52.03501
11135,50.45035
11136,67.396545
11137,71.1628
11138,68.60465
11139,66.076614
11140,63.73237
11141,61.624744
11142,59.71246
11143,57.91508
11144,56.160965
11145,54.402752
11146,52.614044
11147,50.782715
11148,48.89414
11149,46.93639
11150,45.028564
11151,43.220592
11152,41.545788
11153,39.98092
11154,38.508392
11155,37.09967
11156,35.77371
11157,34.680943
11158,33.67513
11159,32.717567
11160,31.810226
11161,30.956945
11162,30.265236
11163,29.720804
11164,29.214998
11165,61.935917
11166,73.4584
11167,71.094055
11168,68.575356
11169,66.0934
11170,63.81161
11171,61.800114
11172,60.029255
11173,58.410152
11174,56.861893
11175,55.33381
11176,53.80128
11177,52.247044
11178,50.662636
11179,67.62843
11180,71.39255
11181,68.84115
11182,66.31344
11183,63.96508
11184,61.854176
11185,59.938255
11186,58.140816
11187,56.387234
11188,54.63056
11189,52.84345
11190,51.013477
11191,49.14047
11192,47.182953
11193,45.281307
11194,43.47008
11195,41.791485
11196,40.220898
11197,38.742134
11198,37.326553
11199,35.963566
11200,34.85669
11201,33.842552
11202,32.878178
11203,31.964178
11204,31.103804
11205,30.369665
11206,29.820127
11207,29.308653
11208,62.180927
11209,73.674225
11210,71.32092
11211,68.80723
11212,66.32374
11213,64.03577
11214,62.016945
11215,60.240303
11216,58.619843
11217,57.071655
11218,55.54374
11219,54.011906
11220,52.458355
11221,50.874313
11222,67.858185
11223,71.62004
11224,69.07571
11225,66.54863
11226,64.19637
11227,62.082283
11228,60.16278
11229,58.36529
11230,56.612305
11231,54.85727
11232,53.0719
11233,51.243443
11234,49.37893
11235,47.42903
11236,45.53363
11237,43.719395
11238,42.037132
11239,40.460964
11240,38.976105
11241,37.553806
11242,36.186443
11243,35.036217
11244,34.01046
11245,33.03928
11246,32.118637
11247,31.251232
11248,30.474884
11249,29.919989
11250,29.402964
11251,62.423748
11252,73.88776
11253,71.54576
11254,69.03739
11255,66.552666
11256,64.25876
11257,62.232704
11258,60.4503
11259,58.828487
11260,57.28039
11261,55.75273
11262,54.221684
11263,52.66893
11264,51.085396
11265,68.08582
11266,71.84527
11267,69.30834
11268,66.7822
11269,64.42627
11270,62.309074
11271,60.385998
11272,58.58849
11273,56.83616
11274,55.08286
11275,53.299355
11276,51.472572
11277,49.616726
11278,47.674606
11279,45.785603
11280,43.96851
11281,42.281494
11282,40.701103
11283,39.210297
11284,37.78141
11285,36.40688
11286,35.21627
11287,34.178837
11288,33.20087
11289,32.27361
11290,31.399204
11291,30.580973
11292,30.020365
11293,29.497925
11294,62.66432
11295,74.099
11296,71.76853
11297,69.265854
11298,66.780205
11299,64.48058
11300,62.447388
11301,60.659252
11302,59.03607
11303,57.488094
11304,55.960747
11305,54.430584
11306,52.878773
11307,51.295853
11308,68.311325
11309,72.06825
11310,69.53903
11311,67.01413
11312,64.654755
11313,62.532787
11314,60.607944
11315,58.81041
11316,57.0588
11317,55.30731
11318,53.525803
11319,51.700874
11320,49.853844
11321,47.919674
11322,46.037228
11323,44.217415
11324,42.524986
11325,40.941307
11326,39.4447
11327,38.00935
11328,36.627556
11329,35.39685
11330,34.347717
11331,33.362957
11332,32.42909
11333,31.54773
11334,30.72187
11335,30.121246
11336,29.5935
11337,62.90268
11338,74.30795
11339,71.989265
11340,69.492584
11341,67.00633
11342,64.70122
11343,62.660995
11344,60.867126
11345,59.242596
11346,57.694767
11347,56.16781
11348,54.63862
11349,53.08785
11350,51.505684
11351,68.53471
11352,72.28898
11353,69.767746
11354,67.24442
11355,64.881805
11356,62.755047
11357,60.828594
11358,59.031055
11359,57.2802
11360,55.53062
11361,53.751247
11362,51.928307
11363,50.085873
11364,48.164196
11365,46.28847
11366,44.466103
11367,42.768394
11368,41.181545
11369,39.679283
11370,38.23764
11371,36.848694
11372,35.57796
11373,34.51707
11374,33.525543
11375,32.58507
11376,31.696789
11377,30.863804
11378,30.222597
11379,29.689669
11380,63.138813
11381,74.51462
11382,72.20795
11383,69.717575
11384,67.23106
11385,64.920654
11386,62.873505
11387,61.073944
11388,59.44804
11389,57.900387
11390,56.37389
11391,54.845768
11392,53.296165
11393,51.714874
11394,68.75598
11395,72.507454
11396,69.99452
11397,67.473045
11398,65.10743
11399,62.975994
11400,61.047935
11401,59.250423
11402,57.500366
11403,55.752785
11404,53.97564
11405,52.15488
11406,50.312576
11407,48.408176
11408,46.531883
11409,44.714554
11410,43.0117
11411,41.42184
11412,39.91405
11413,38.466255
11414,37.07027
11415,35.759605
11416,34.68691
11417,33.688625
11418,32.74143
11419,31.846386
11420,31.006329
11421,30.324427
11422,29.786402
11423,63.37272
11424,74.718994
11425,72.42457
11426,69.940834
11427,67.454346
11428,65.13891
11429,63.08493
11430,61.279694
11431,59.65116
11432,58.104225
11433,56.578957
11434,55.05203
11435,53.5037
11436,51.923412
11437,68.975136
11438,72.72369
11439,70.21933
11440,67.70003
11441,65.331635
11442,63.195614
11443,61.26599
11444,59.46849
11445,57.719276
11446,55.973766
11447,54.198997
11448,52.38056
11449,50.538567
11450,48.651585
11451,46.771896
11452,44.961723
11453,43.254898
11454,41.662148
11455,40.148994
11456,38.695187
11457,37.29231
11458,35.94176
11459,34.857243
11460,33.85221
11461,32.89819
11462,31.996521
11463,31.149433
11464,30.4267
11465,29.883677
11466,63.604397
11467,74.9211
11468,72.639145
11469,70.16233
11470,67.67621
11471,65.35595
11472,63.295258
11473,61.484375
11474,59.852547
11475,58.30657
11476,56.78304
11477,55.257366
11478,53.710426
11479,52.131283
11480,69.19219
11481,72.93766
11482,70.44218
11483,67.92535
11484,65.55439
11485,63.413918
11486,61.482723
11487,59.68478
11488,57.93693
11489,56.193565
11490,54.421288
11491,52.60533
11492,50.76383
11493,48.89441
11494,47.0115
11495,45.207344
11496,43.497967
11497,41.902462
11498,40.384087
11499,38.92441
11500,37.514786
11501,36.155746
11502,35.028065
11503,34.01631
11504,33.05547
11505,32.14719
11506,31.29311
11507,30.529991
11508,29.981482
11509,63.833866
11510,75.12091
11511,72.85164
11512,70.3821
11513,67.89663
11514,65.5718
11515,63.504486
11516,61.68798
11517,60.052864
11518,58.507847
11519,56.9861
11520,55.461784
11521,53.91635
11522,52.338463
11523,69.40714
11524,73.14939
11525,70.66307
11526,68.14899
11527,65.77571
11528,63.630894
11529,61.698162
11530,59.899014
11531,58.153324
11532,56.412174
11533,54.642494
11534,52.829178
11535,50.98833
11536,49.132763
11537,47.250675
11538,45.452663
11539,43.740883
11540,42.141914
11541,40.61932
11542,39.153942
11543,37.737682
11544,36.373047
11545,35.199383
11546,34.180927
11547,33.213272
11548,32.29838
11549,31.437353
11550,30.633911
11551,30.079802
11552,64.06111
11553,75.31846
11554,73.06209
11555,70.60008
11556,68.1156
11557,65.786415
11558,63.712624
11559,61.890503
11560,60.2521
11561,58.708057
11562,57.18813
11563,55.66527
11564,54.12144
11565,52.54495
11566,69.619995
11567,73.35888
11568,70.88198
11569,68.37098
11570,65.99559
11571,63.84654
11572,61.91228
11573,60.111942
11574,58.368427
11575,56.62958
11576,54.862614
11577,53.05208
11578,51.212082
11579,49.36436
11580,47.489388
11581,45.697693
11582,43.983654
11583,42.380207
11584,40.854687
11585,39.383747
11586,37.961002
11587,36.588947
11588,35.372753
11589,34.346046
11590,33.37159
11591,32.450108
11592,31.582159
11593,30.770166
11594,30.178602
11595,64.28615
11596,75.513756
11597,73.27047
11598,70.8163
11599,68.33312
11600,65.99984
11601,63.919647
11602,62.091965
11603,60.450253
11604,58.907185
11605,57.389133
11606,55.867798
11607,54.325703
11608,52.750717
11609,69.830765
11610,73.56613
11611,71.09892
11612,68.59128
11613,66.21403
11614,64.06086
11615,62.125084
11616,60.323574
11617,58.582264
11618,56.845768
11619,55.081615
11620,53.27403
11621,51.435036
11622,49.59532
11623,47.72763
11624,45.9424
11625,44.226242
11626,42.61846
11627,41.090164
11628,39.61382
11629,38.184734
11630,36.805355
11631,35.550026
11632,34.511692
11633,33.530434
11634,32.602337
11635,31.72752
11636,30.90847
11637,30.277885
11638,64.50898
11639,75.70677
11640,73.47679
11641,71.030754
11642,68.54919
11643,66.21202
11644,64.12557
11645,62.29234
11646,60.647335
11647,59.105232
11648,57.589085
11649,56.069366
11650,54.529106
11651,52.955765
11652,70.03944
11653,73.77116
11654,71.31389
11655,68.8099
11656,66.43099
11657,64.27385
11658,62.33658
11659,60.533897
11660,58.794792
11661,57.060726
11662,55.299496
11663,53.494995
11664,51.657177
11665,49.82564
11666,47.965393
11667,46.18676
11668,44.468624
11669,42.856667
11670,41.32572
11671,39.84414
11672,38.40887
11673,37.0223
11674,35.727863
11675,34.677856
11676,33.6898
11677,32.754875
11678,31.873438
11679,31.047379
11680,30.377636
11681,64.729614
11682,75.89755
11683,73.68103
11684,71.24342
11685,68.76377
11686,66.42298
11687,64.33039
11688,62.49163
11689,60.843327
11690,59.302174
11691,57.787983
11692,56.26995
11693,54.73163
11694,53.16007
11695,70.24605
11696,73.973946
11697,71.526886
11698,69.02683
11699,66.646515
11700,64.485504
11701,62.545033
11702,60.742916
11703,59.00604
11704,57.27445
11705,55.516247
11706,53.714977
11707,51.8785
11708,50.055286
11709,48.20265
11710,46.427444
11711,44.710808
11712,43.09479
11713,41.56138
11714,40.0747
11715,38.633392
11716,37.23975
11717,35.90627
11718,34.84454
11719,33.849697
11720,32.907948
11721,32.019905
11722,31.186884
11723,30.477873
11724,64.948074
11725,76.086105
11726,73.88323
11727,71.454315
11728,68.97689
11729,66.632706
11730,64.5341
11731,62.68985
11732,61.038227
11733,59.498024
11734,57.985813
11735,56.46955
11736,54.933292
11737,53.363605
11738,70.4506
11739,74.17451
11740,71.7379
11741,69.24208
11742,66.860596
11743,64.69583
11744,62.75201
11745,60.95062
11746,59.215973
11747,57.48692
11748,55.731842
11749,53.93394
11750,52.09899
11751,50.28425
11752,48.43936
11753,46.66086
11754,44.950832
11755,43.332813
11756,41.797085
11757,40.305477
11758,38.858276
11759,37.4577
11760,36.10779
11761,35.01175
11762,34.010136
11763,33.06156
11764,32.166924
11765,31.326965
11766,30.57928
11767,65.16435
11768,76.2724
11769,74.08335
11770,71.66341
11771,69.18853
11772,66.84122
11773,64.7367
11774,62.88699
11775,61.232025
11776,59.692764
11777,58.18256
11778,56.668148
11779,55.134037
11780,53.566376
11781,70.653076
11782,74.37287
11783,71.94695
11784,69.455635
11785,67.07319
11786,64.90483
11787,62.957703
11788,61.157005
11789,59.424614
11790,57.69813
11791,55.946278
11792,54.15188
11793,52.318607
11794,50.505276
11795,48.67553
11796,46.893894
11797,45.19026
11798,43.570736
11799,42.032833
11800,40.536465
11801,39.08355
11802,37.67615
11803,36.321587
11804,35.17949
11805,34.17111
11806,33.215714
11807,32.31449
11808,31.467636
11809,30.681114
11810,65.37847
11811,76.4565
11812,74.28142
11813,71.87071
11814,69.39869
11815,67.04846
11816,64.9382
11817,63.083042
11818,61.42474
11819,59.885445
11820,58.378246
11821,56.86574
11822,55.333874
11823,53.768345
11824,70.853516
11825,74.56902
11826,72.154015
11827,69.667496
11828,67.28435
11829,65.11247
11830,63.1621
11831,61.362076
11832,59.631927
11833,57.90807
11834,56.15952
11835,54.36879
11836,52.53735
11837,50.724094
11838,48.911133
11839,47.12651
11840,45.429417
11841,43.80853
11842,42.26677
11843,40.767635
11844,39.309147
11845,37.89509
11846,36.533775
11847,35.34776
11848,34.332623
11849,33.37041
11850,32.462612
11851,31.60887
11852,30.811176
11853,65.59044
11854,76.63837
11855,74.47744
11856,72.07622
11857,69.60735
11858,67.25447
11859,65.13858
11860,63.277996
11861,61.616352
11862,60.07606
11863,58.572823
11864,57.06229
11865,55.532784
11866,53.96952
11867,71.05192
11868,74.762955
11869,72.359116
11870,69.877655
11871,67.49403
11872,65.318794
11873,63.3652
11874,61.565823
11875,59.837925
11876,58.11674
11877,56.37158
11878,54.58461
11879,52.755188
11880,50.94218
11881,49.140747
11882,47.358696
11883,45.668274
11884,44.046177
11885,42.500584
11886,40.998974
11887,39.53508
11888,38.114517
11889,36.745678
11890,35.516556
11891,34.494686
11892,33.525654
11893,32.611122
11894,31.75069
11895,30.946016
11896,65.80027
11897,76.81803
11898,74.671394
11899,72.27994
11900,69.81451
11901,67.459236
11902,65.337845
11903,63.47188
11904,61.806873
11905,60.26556
11906,58.766296
11907,57.257828
11908,55.730755
11909,54.16986
11910,71.2483
11911,74.95471
11912,72.562225
11913,70.08611
11914,67.70223
11915,65.52378
11916,63.56699
11917,61.768257
11918,60.042595
11919,58.32413
11920,56.582447
11921,54.799366
11922,52.97212
11923,51.15953
11924,49.365406
11925,47.59043
11926,45.906837
11927,44.283653
11928,42.734386
11929,41.230465
11930,39.76135
11931,38.334396
11932,36.958157
11933,35.68588
11934,34.65731
11935,33.68145
11936,32.760094
11937,31.893076
11938,31.081457
11939,66.00797
11940,76.99551
11941,74.863304
11942,72.48185
11943,70.02018
11944,67.66274
11945,65.53598
11946,63.664684
11947,61.996292
11948,60.45395
11949,58.95765
11950,57.452297
11951,55.927765
11952,54.36937
11953,71.442665
11954,75.144264
11955,72.7634
11956,70.29287
11957,67.90899
11958,65.72743
11959,63.767494
11960,61.969364
11961,60.245945
11962,58.530212
11963,56.792088
11964,55.01303
11965,53.188107
11966,51.376106
11967,49.589436
11968,47.82169
11969,46.145046
11970,44.52093
11971,42.96815
11972,41.4621
11973,39.98791
11974,38.554733
11975,37.171215
11976,35.857277
11977,34.820477
11978,33.837807
11979,32.909622
11980,32.036026
11981,31.217508
11982,66.21357
11983,77.17081
11984,75.05317
11985,72.68196
11986,70.224335
11987,67.865
11988,65.73302
11989,63.856407
11990,62.184616
11991,60.64124
11992,59.14778
11993,57.64571
11994,56.123806
11995,54.568024
11996,71.63501
11997,75.331665
11998,72.96258
11999,70.49793
12000,68.114265
12001,65.92975
12002,63.966694
12003,62.169155
12004,60.44745
12005,58.73501
12006,57.000496
12007,55.225586
12008,53.403133
12009,51.591896
12010,49.81284
12011,48.05246
12012,46.381588
12013,44.75719
12014,43.20187
12015,41.693836
12016,40.214756
12017,38.77552
12018,37.384827
12019,36.046234
12020,34.98421
12021,33.994717
12022,33.059708
12023,32.17955
12024,31.354153
12025,66.41707
12026,77.34391
12027,75.241
12028,72.88028
12029,70.42698
12030,68.066
12031,65.92894
12032,64.04705
12033,62.371845
12034,60.8274
12035,59.336803
12036,57.838055
12037,56.318867
12038,54.765804
12039,71.82538
12040,75.5169
12041,73.15979
12042,70.70129
12043,68.31808
12044,66.13074
12045,64.164604
12046,62.367622
12047,60.646935
12048,58.938496
12049,57.207676
12050,55.43701
12051,53.617195
12052,51.806896
12053,50.035583
12054,48.28271
12055,46.60908
12056,44.991776
12057,43.4355
12058,41.925674
12059,40.44187
12060,38.996727
12061,37.59901
12062,36.25555
12063,35.148495
12064,34.152203
12065,33.210365
12066,32.323643
12067,31.491392
12068,66.6185
12069,77.51487
12070,75.42677
12071,73.076775
12072,70.628105
12073,68.26574
12074,66.12374
12075,64.2366
12076,62.55798
12077,61.012455
12078,59.524693
12079,58.02932
12080,56.512928
12081,54.9627
12082,72.01376
12083,75.69996
12084,73.35504
12085,70.90295
12086,68.52042
12087,66.33038
12088,64.36122
12089,62.564785
12090,60.845074
12091,59.140667
12092,57.413597
12093,55.646713
12094,53.83026
12095,52.021053
12096,50.257637
12097,48.512413
12098,46.836174
12099,45.226105
12100,43.669037
12101,42.157063
12102,40.669228
12103,39.218357
12104,37.813732
12105,36.465508
12106,35.31334
12107,34.31025
12108,33.36158
12109,32.46824
12110,31.629225
12111,66.817856
12112,77.683685
12113,75.61053
12114,73.27147
12115,70.827705
12116,68.46422
12117,66.31743
12118,64.4251
